Issuer Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Nominal,Price,Location,Exchange,Market Currency
NVDA,NVIDIA CORP,Information Technology,Equity,9161474274.54,6.33765,9161474274.54,38862621,235.74,United States,NASDAQ,USD
AAPL,APPLE INC,Information Technology,Equity,7009779428.85,4.84917,7009779428.85,23506185,298.21,United States,NASDAQ,USD
MSFT,MICROSOFT CORP,Information Technology,Equity,4623363808.28,3.19831,4623363808.28,11292196,409.43,United States,NASDAQ,USD
AMZN,AMAZON.COM INC,Consumer Discretionary,Equity,4111720286.06,2.84437,4111720286.06,15387023,267.22,United States,NASDAQ,USD
GOOGL,ALPHABET INC CLASS A,Communication,Equity,3732953811.09,2.58235,3732953811.09,9307487,401.07,United States,NASDAQ,USD
AVGO,BROADCOM INC,Information Technology,Equity,3168038259.75,2.19156,3168038259.75,7203525,439.79,United States,NASDAQ,USD
GOOG,ALPHABET INC CLASS C,Communication,Equity,3090237185.97,2.13774,3090237185.97,7780641,397.17,United States,NASDAQ,USD
META,META PLATFORMS INC CLASS A,Communication,Equity,2154383774.62,1.49034,2154383774.62,3483634,618.43,United States,NASDAQ,USD
TSLA,TESLA INC,Consumer Discretionary,Equity,2004200526.9,1.38645,2004200526.9,4521093,443.3,United States,NASDAQ,USD
MU,MICRON TECHNOLOGY INC,Information Technology,Equity,1384602826.59,0.95783,1384602826.59,1784259,776.01,United States,NASDAQ,USD
JPM,JPMORGAN CHASE & CO,Financials,Equity,1305712768.62,0.90326,1305712768.62,4353682,299.91,United States,New York Stock Exchange Inc.,USD
LLY,ELI LILLY,Health Care,Equity,1288688750.4,0.89148,1288688750.4,1280112,1006.7,United States,New York Stock Exchange Inc.,USD
AMD,ADVANCED MICRO DEVICES INC,Information Technology,Equity,1167955893.3,0.80796,1167955893.3,2597189,449.7,United States,NASDAQ,USD
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,Equity,1062438606.94,0.73497,1062438606.94,2194849,484.06,United States,New York Stock Exchange Inc.,USD
XOM,EXXON MOBIL CORP,Energy,Equity,1037029389.4,0.71739,1037029389.4,6787730,152.78,United States,New York Stock Exchange Inc.,USD
ASML,ASML HOLDING NV,Information Technology,Equity,996348470.43,0.68925,996348470.43,624022,1596.66,Netherlands,Euronext Amsterdam,EUR
WMT,WALMART INC,Consumer Staples,Equity,926476766.94,0.64091,926476766.94,6994389,132.46,United States,NASDAQ,USD
JNJ,JOHNSON & JOHNSON,Health Care,Equity,883833598,0.61141,883833598,3829435,230.8,United States,New York Stock Exchange Inc.,USD
V,VISA INC CLASS A,Financials,Equity,872281786.64,0.60342,872281786.64,2704582,322.52,United States,New York Stock Exchange Inc.,USD
INTC,INTEL CORPORATION CORP,Information Technology,Equity,834274594.45,0.57713,834274594.45,7196365,115.93,United States,NASDAQ,USD
COST,COSTCO WHOLESALE CORP,Consumer Staples,Equity,739145890,0.51132,739145890,709864,1041.25,United States,NASDAQ,USD
CSCO,CISCO SYSTEMS INC,Information Technology,Equity,723787016.31,0.5007,723787016.31,6264927,115.53,United States,NASDAQ,USD
CAT,CATERPILLAR INC,Industrials,Equity,696694881.12,0.48195,696694881.12,757096,920.22,United States,New York Stock Exchange Inc.,USD
MA,MASTERCARD INC CLASS A,Financials,Equity,666642740.28,0.46116,666642740.28,1360662,489.94,United States,New York Stock Exchange Inc.,USD
LRCX,LAM RESEARCH CORP,Information Technology,Equity,600662686.7,0.41552,600662686.7,2007898,299.15,United States,NASDAQ,USD
ABBV,ABBVIE INC,Health Care,Equity,593521786.13,0.41058,593521786.13,2815969,210.77,United States,New York Stock Exchange Inc.,USD
NFLX,NETFLIX INC,Communication,Equity,588907651.5,0.40739,588907651.5,6773725,86.94,United States,NASDAQ,USD
UNH,UNITEDHEALTH GROUP INC,Health Care,Equity,578850113.25,0.40043,578850113.25,1450425,399.09,United States,New York Stock Exchange Inc.,USD
CVX,CHEVRON CORP,Energy,Equity,574839255.04,0.39766,574839255.04,3079936,186.64,United States,New York Stock Exchange Inc.,USD
AMAT,APPLIED MATERIAL INC,Information Technology,Equity,558868863.52,0.38661,558868863.52,1268542,440.56,United States,NASDAQ,USD
BAC,BANK OF AMERICA CORP,Financials,Equity,546269759.5,0.37789,546269759.5,10958270,49.85,United States,New York Stock Exchange Inc.,USD
ORCL,ORACLE CORP,Information Technology,Equity,533098867.15,0.36878,533098867.15,2725315,195.61,United States,New York Stock Exchange Inc.,USD
PG,PROCTER & GAMBLE,Consumer Staples,Equity,530913595.17,0.36727,530913595.17,3720227,142.71,United States,New York Stock Exchange Inc.,USD
KO,COCA-COLA,Consumer Staples,Equity,520415603.6,0.36001,520415603.6,6468808,80.45,United States,New York Stock Exchange Inc.,USD
HSBA,HSBC HOLDINGS PLC,Financials,Equity,504580295.99,0.34905,504580295.99,27717986,18.2,United Kingdom,London Stock Exchange,GBP
GE,GE AEROSPACE,Industrials,Equity,492247214.52,0.34052,492247214.52,1688438,291.54,United States,New York Stock Exchange Inc.,USD
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,Equity,488561425.66,0.33797,488561425.66,3653342,133.73,United States,NASDAQ,USD
HD,HOME DEPOT INC,Consumer Discretionary,Equity,479190248.85,0.33149,479190248.85,1574471,304.35,United States,New York Stock Exchange Inc.,USD
PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,Equity,474563215.82,0.32829,474563215.82,2473487,191.86,United States,New York Stock Exchange Inc.,USD
GEV,GE VERNOVA INC,Industrials,Equity,471944305.98,0.32648,471944305.98,432766,1090.53,United States,New York Stock Exchange Inc.,USD
GS,GOLDMAN SACHS GROUP INC,Financials,Equity,464789763.84,0.32153,464789763.84,479679,968.96,United States,New York Stock Exchange Inc.,USD
ROP,ROCHE PS PAR AG,Health Care,Equity,461140412.49,0.319,461140412.49,1128425,408.66,Switzerland,SIX Swiss Exchange,CHF
NOVN,NOVARTIS AG,Health Care,Equity,456546968.9,0.31583,456546968.9,3060780,149.16,Switzerland,SIX Swiss Exchange,CHF
MRK,MERCK & CO INC,Health Care,Equity,456056313.46,0.31549,456056313.46,4021306,113.41,United States,New York Stock Exchange Inc.,USD
AZN,ASTRAZENECA PLC,Health Care,Equity,455766486.36,0.31529,455766486.36,2459919,185.28,United Kingdom,London Stock Exchange,GBP
TXN,TEXAS INSTRUMENT INC,Information Technology,Equity,448082261.7,0.30997,448082261.7,1454010,308.17,United States,NASDAQ,USD
RY,ROYAL BANK OF CANADA,Financials,Equity,412400813.6,0.28529,412400813.6,2243184,183.85,Canada,Toronto Stock Exchange,CAD
NESN,NESTLE SA,Consumer Staples,Equity,408377959.42,0.2825,408377959.42,4159474,98.18,Switzerland,SIX Swiss Exchange,CHF
KLAC,KLA CORP,Information Technology,Equity,399841930.32,0.2766,399841930.32,211228,1892.94,United States,NASDAQ,USD
SHEL,SHELL PLC,Energy,Equity,391530283.18,0.27085,391530283.18,9222036,42.46,United Kingdom,London Stock Exchange,GBP
SIE,SIEMENS N AG,Industrials,Equity,381141346.64,0.26366,381141346.64,1192253,319.68,Germany,Xetra,EUR
LIN,LINDE PLC,Materials,Equity,380937751.2,0.26352,380937751.2,744528,511.65,United States,NASDAQ,USD
RTX,RTX CORP,Industrials,Equity,376709042.88,0.2606,376709042.88,2144291,175.68,United States,New York Stock Exchange Inc.,USD
MS,MORGAN STANLEY,Financials,Equity,372736404.11,0.25785,372736404.11,1916087,194.53,United States,New York Stock Exchange Inc.,USD
WFC,WELLS FARGO,Financials,Equity,370454061.57,0.25627,370454061.57,5020383,73.79,United States,New York Stock Exchange Inc.,USD
BHP,BHP GROUP LTD,Materials,Equity,364330272.97,0.25203,364330272.97,8122606,44.85,Australia,Asx - All Markets,AUD
C,CITIGROUP INC,Financials,Equity,357187658.04,0.24709,357187658.04,2861622,124.82,United States,New York Stock Exchange Inc.,USD
QCOM,QUALCOMM INC,Information Technology,Equity,341964331.04,0.23656,341964331.04,1709138,200.08,United States,NASDAQ,USD
ADI,ANALOG DEVICES INC,Information Technology,Equity,340255339.97,0.23538,340255339.97,797243,426.79,United States,NASDAQ,USD
8306,MITSUBISHI UFJ FINANCIAL GROUP INC,Financials,Equity,331714779.93,0.22947,331714779.93,18233936,18.19,Japan,Tokyo Stock Exchange,JPY
IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,Equity,323892716.73,0.22406,323892716.73,1483229,218.37,United States,New York Stock Exchange Inc.,USD
PEP,PEPSICO INC,Consumer Staples,Equity,323333462.8,0.22367,323333462.8,2174840,148.67,United States,NASDAQ,USD
ICSUAGD,BLK ICS USD LIQ AGENCY DIS,Cash and/or Derivatives,Money Market,315103730.22,0.21798,315103730.22,315103730,1,Ireland,--,USD
VZ,VERIZON COMMUNICATIONS INC,Communication,Equity,314929614.22,0.21786,314929614.22,6692087,47.06,United States,New York Stock Exchange Inc.,USD
NEE,NEXTERA ENERGY INC,Utilities,Equity,313700562.24,0.21701,313700562.24,3278643,95.68,United States,New York Stock Exchange Inc.,USD
MCD,MCDONALDS CORP,Consumer Discretionary,Equity,309597247.07,0.21417,309597247.07,1125931,274.97,United States,New York Stock Exchange Inc.,USD
DIS,WALT DISNEY,Communication,Equity,303149757.96,0.20971,303149757.96,2875638,105.42,United States,New York Stock Exchange Inc.,USD
CBA,COMMONWEALTH BANK OF AUSTRALIA,Financials,Equity,301025377.36,0.20824,301025377.36,2662703,113.05,Australia,Asx - All Markets,AUD
PANW,PALO ALTO NETWORKS INC,Information Technology,Equity,299526206.84,0.2072,299526206.84,1257404,238.21,United States,NASDAQ,USD
TTE,TOTALENERGIES,Energy,Equity,295808489.47,0.20463,295808489.47,3235318,91.43,France,Nyse Euronext - Euronext Paris,EUR
TD,TORONTO DOMINION,Financials,Equity,292428739.23,0.20229,292428739.23,2702014,108.23,Canada,Toronto Stock Exchange,CAD
STX,SEAGATE TECHNOLOGY HOLDINGS PLC,Information Technology,Equity,288987706.48,0.19991,288987706.48,359098,804.76,United States,NASDAQ,USD
AMGN,AMGEN INC,Health Care,Equity,287706967.55,0.19903,287706967.55,855685,336.23,United States,NASDAQ,USD
BA,BOEING,Industrials,Equity,287058707.43,0.19858,287058707.43,1252383,229.21,United States,New York Stock Exchange Inc.,USD
7203,TOYOTA MOTOR CORP,Consumer Discretionary,Equity,286346307.5,0.19809,286346307.5,15054600,19.02,Japan,Tokyo Stock Exchange,JPY
T,AT&T INC,Communication,Equity,281426042.7,0.19468,281426042.7,11416878,24.65,United States,New York Stock Exchange Inc.,USD
SAN,BANCO SANTANDER,Financials,Equity,281141028.93,0.19449,281141028.93,23492381,11.97,Spain,Bolsa De Madrid,EUR
AXP,AMERICAN EXPRESS,Financials,Equity,280905617.94,0.19432,280905617.94,898122,312.77,United States,New York Stock Exchange Inc.,USD
SAP,SAP,Information Technology,Equity,278382722.29,0.19258,278382722.29,1687731,164.95,Germany,Xetra,EUR
GLW,CORNING INC,Information Technology,Equity,276930754.24,0.19157,276930754.24,1329608,208.28,United States,New York Stock Exchange Inc.,USD
SU,SCHNEIDER ELECTRIC,Industrials,Equity,276016556.91,0.19094,276016556.91,872174,316.47,France,Nyse Euronext - Euronext Paris,EUR
ALV,ALLIANZ,Financials,Equity,273272596.94,0.18904,273272596.94,615215,444.19,Germany,Xetra,EUR
TMO,THERMO FISHER SCIENTIFIC INC,Health Care,Equity,272073778.83,0.18821,272073778.83,607023,448.21,United States,New York Stock Exchange Inc.,USD
ABBN,ABB LTD,Industrials,Equity,268807977.27,0.18595,268807977.27,2540310,105.82,Switzerland,SIX Swiss Exchange,CHF
WDC,WESTERN DIGITAL CORP,Information Technology,Equity,267469665.75,0.18503,267469665.75,546805,489.15,United States,NASDAQ,USD
USD,USD CASH,Cash and/or Derivatives,Cash,261632310.54,0.18099,261632310.54,261632311,100,United States,--,USD
GILD,GILEAD SCIENCES INC,Health Care,Equity,261445388.82,0.18086,261445388.82,1979747,132.06,United States,NASDAQ,USD
TJX,TJX INC,Consumer Discretionary,Equity,260416517.55,0.18015,260416517.55,1767333,147.35,United States,New York Stock Exchange Inc.,USD
UNP,UNION PACIFIC CORP,Industrials,Equity,256849088.16,0.17768,256849088.16,953624,269.34,United States,New York Stock Exchange Inc.,USD
BLK,BLACKROCK INC,Financials,Equity,255548720.07,0.17678,255548720.07,231469,1104.03,United States,New York Stock Exchange Inc.,USD
ENR,SIEMENS ENERGY N AG,Industrials,Equity,255087415.68,0.17646,255087415.68,1233880,206.74,Germany,Xetra,EUR
CRM,SALESFORCE INC,Information Technology,Equity,253382133.06,0.17528,253382133.06,1512007,167.58,United States,New York Stock Exchange Inc.,USD
ETN,EATON PLC,Industrials,Equity,252561663.2,0.17472,252561663.2,618872,408.1,United States,New York Stock Exchange Inc.,USD
ANET,ARISTA NETWORKS INC,Information Technology,Equity,251683477.5,0.17411,251683477.5,1702750,147.81,United States,New York Stock Exchange Inc.,USD
APH,AMPHENOL CORP CLASS A,Information Technology,Equity,248370229.61,0.17182,248370229.61,1922519,129.19,United States,New York Stock Exchange Inc.,USD
SCHW,CHARLES SCHWAB CORP,Financials,Equity,247676174.72,0.17134,247676174.72,2769188,89.44,United States,New York Stock Exchange Inc.,USD
MRVL,MARVELL TECHNOLOGY INC,Information Technology,Equity,247057761.84,0.17091,247057761.84,1353148,182.58,United States,NASDAQ,USD
ISRG,INTUITIVE SURGICAL INC,Health Care,Equity,241325245.9,0.16694,241325245.9,563765,428.06,United States,NASDAQ,USD
WELL,WELLTOWER INC,Real Estate,Equity,239017860.25,0.16535,239017860.25,1097671,217.75,United States,New York Stock Exchange Inc.,USD
NOVO B,NOVO NORDISK CLASS B,Health Care,Equity,237092974.09,0.16401,237092974.09,5069883,46.76,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
UBER,UBER TECHNOLOGIES INC,Industrials,Equity,235877518.03,0.16317,235877518.03,3158087,74.69,United States,New York Stock Exchange Inc.,USD
COP,CONOCOPHILLIPS,Energy,Equity,235118031.6,0.16265,235118031.6,1976280,118.97,United States,New York Stock Exchange Inc.,USD
DE,DEERE,Industrials,Equity,234957653.92,0.16254,234957653.92,408878,574.64,United States,New York Stock Exchange Inc.,USD
ABT,ABBOTT LABORATORIES,Health Care,Equity,234521477.4,0.16224,234521477.4,2762326,84.9,United States,New York Stock Exchange Inc.,USD
IBE,IBERDROLA SA,Utilities,Equity,233710058.57,0.16167,233710058.57,10224539,22.86,Spain,Bolsa De Madrid,EUR
PFE,PFIZER INC,Health Care,Equity,233468503.5,0.16151,233468503.5,9066738,25.75,United States,New York Stock Exchange Inc.,USD
UBSG,UBS GROUP AG,Financials,Equity,233461154.72,0.1615,233461154.72,5047260,46.26,Switzerland,SIX Swiss Exchange,CHF
BATS,BRITISH AMERICAN TOBACCO,Consumer Staples,Equity,232879561.11,0.1611,232879561.11,3480485,66.91,United Kingdom,London Stock Exchange,GBP
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,Equity,231679005.95,0.16027,231679005.95,399481,579.95,United States,NASDAQ,USD
8035,TOKYO ELECTRON LTD,Information Technology,Equity,230169325.62,0.15922,230169325.62,710940,323.75,Japan,Tokyo Stock Exchange,JPY
HON,HONEYWELL INTERNATIONAL INC,Industrials,Equity,224877327.28,0.15556,224877327.28,1032874,217.72,United States,NASDAQ,USD
6857,ADVANTEST CORP,Information Technology,Equity,221870517.56,0.15348,221870517.56,1226200,180.94,Japan,Tokyo Stock Exchange,JPY
6501,HITACHI LTD,Industrials,Equity,220546103.77,0.15257,220546103.77,7466980,29.54,Japan,Tokyo Stock Exchange,JPY
9984,SOFTBANK GROUP CORP,Communication,Equity,217909233.68,0.15074,217909233.68,5972488,36.49,Japan,Tokyo Stock Exchange,JPY
VRT,VERTIV HOLDINGS CLASS A,Industrials,Equity,216917287.65,0.15006,216917287.65,576555,376.23,United States,New York Stock Exchange Inc.,USD
RR.,ROLLS-ROYCE HOLDINGS PLC,Industrials,Equity,216311099.46,0.14964,216311099.46,13399150,16.14,United Kingdom,London Stock Exchange,GBP
MC,LVMH,Consumer Discretionary,Equity,213938139.18,0.148,213938139.18,397453,538.28,France,Nyse Euronext - Euronext Paris,EUR
8316,SUMITOMO MITSUI FINANCIAL GROUP IN,Financials,Equity,213042037.05,0.14738,213042037.05,5936834,35.88,Japan,Tokyo Stock Exchange,JPY
6758,SONY GROUP CORP,Consumer Discretionary,Equity,212249661.77,0.14683,212249661.77,9746290,21.78,Japan,Tokyo Stock Exchange,JPY
PLD,PROLOGIS REIT INC,Real Estate,Equity,207014639.3,0.14321,207014639.3,1451105,142.66,United States,New York Stock Exchange Inc.,USD
SPGI,S&P GLOBAL INC,Financials,Equity,203233559.76,0.14059,203233559.76,503153,403.92,United States,New York Stock Exchange Inc.,USD
NEM,NEWMONT,Materials,Equity,203031563.31,0.14045,203031563.31,1745307,116.33,United States,New York Stock Exchange Inc.,USD
BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,Equity,202091971.84,0.1398,202091971.84,1308208,154.48,United States,NASDAQ,USD
RIO,RIO TINTO PLC,Materials,Equity,201507734.89,0.1394,201507734.89,1832678,109.95,United Kingdom,London Stock Exchange,GBP
ULVR,UNILEVER PLC,Consumer Staples,Equity,201450539.98,0.13936,201450539.98,3537212,56.95,United Kingdom,London Stock Exchange,GBP
BBVA,BANCO BILBAO VIZCAYA ARGENTARIA SA,Financials,Equity,199709004.44,0.13815,199709004.44,9015752,22.15,Spain,Bolsa De Madrid,EUR
8058,MITSUBISHI CORP,Industrials,Equity,199008838.27,0.13767,199008838.27,5350604,37.19,Japan,Tokyo Stock Exchange,JPY
LOW,LOWES COMPANIES INC,Consumer Discretionary,Equity,196952557.46,0.13625,196952557.46,880786,223.61,United States,New York Stock Exchange Inc.,USD
MO,ALTRIA GROUP INC,Consumer Staples,Equity,195244151.7,0.13506,195244151.7,2696370,72.41,United States,New York Stock Exchange Inc.,USD
UCG,UNICREDIT,Financials,Equity,194482895.92,0.13454,194482895.92,2301442,84.51,Italy,Borsa Italiana,EUR
CB,CHUBB,Financials,Equity,194011670.44,0.13421,194011670.44,606116,320.09,United States,New York Stock Exchange Inc.,USD
CVS,CVS HEALTH CORP,Health Care,Equity,193202302.15,0.13365,193202302.15,1988701,97.15,United States,New York Stock Exchange Inc.,USD
AI,LAIR LIQUIDE SOCIETE ANONYME POUR,Materials,Equity,191480743.12,0.13246,191480743.12,916065,209.03,France,Nyse Euronext - Euronext Paris,EUR
ENB,ENBRIDGE INC,Energy,Equity,190910944.6,0.13207,190910944.6,3400756,56.14,Canada,Toronto Stock Exchange,CAD
DTE,DEUTSCHE TELEKOM N AG,Communication,Equity,190324270.72,0.13166,190324270.72,5857256,32.49,Germany,Xetra,EUR
SHOP,SHOPIFY SUBORDINATE VOTING INC CLA,Information Technology,Equity,189617023.9,0.13117,189617023.9,1947443,97.37,Canada,Toronto Stock Exchange,CAD
1299,AIA GROUP LTD,Financials,Equity,189298642.79,0.13095,189298642.79,16906074,11.2,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
SBUX,STARBUCKS CORP,Consumer Discretionary,Equity,188622834.4,0.13048,188622834.4,1772771,106.4,United States,NASDAQ,USD
AIR,AIRBUS GROUP,Industrials,Equity,188104172.74,0.13013,188104172.74,932315,201.76,France,Nyse Euronext - Euronext Paris,EUR
SAF,SAFRAN SA,Industrials,Equity,187296862,0.12957,187296862,566232,330.78,France,Nyse Euronext - Euronext Paris,EUR
COF,CAPITAL ONE FINANCIAL CORP,Financials,Equity,186816675.54,0.12923,186816675.54,1005526,185.79,United States,New York Stock Exchange Inc.,USD
BP.,BP PLC,Energy,Equity,183574203.67,0.12699,183574203.67,25177954,7.29,United Kingdom,London Stock Exchange,GBP
BMY,BRISTOL MYERS SQUIBB,Health Care,Equity,183329631.8,0.12682,183329631.8,3229340,56.77,United States,New York Stock Exchange Inc.,USD
PGR,PROGRESSIVE CORP,Financials,Equity,182875925.6,0.12651,182875925.6,928870,196.88,United States,New York Stock Exchange Inc.,USD
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,Equity,182411996.31,0.12619,182411996.31,404991,450.41,United States,NASDAQ,USD
PWR,QUANTA SERVICES INC,Industrials,Equity,180285848.96,0.12472,180285848.96,231112,780.08,United States,New York Stock Exchange Inc.,USD
PH,PARKER-HANNIFIN CORP,Industrials,Equity,179695763,0.12431,179695763,204100,880.43,United States,New York Stock Exchange Inc.,USD
APP,APPLOVIN CORP CLASS A,Information Technology,Equity,178246813.68,0.12331,178246813.68,367398,485.16,United States,NASDAQ,USD
BNP,BNP PARIBAS SA,Financials,Equity,174571683.44,0.12076,174571683.44,1624058,107.49,France,Nyse Euronext - Euronext Paris,EUR
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,173227315.47,0.11983,173227315.47,332867,520.41,United States,New York Stock Exchange Inc.,USD
CFR,COMPAGNIE FINANCIERE RICHEMONT SA,Consumer Discretionary,Equity,173116050.83,0.11976,173116050.83,865912,199.92,Switzerland,SIX Swiss Exchange,CHF
BMO,BANK OF MONTREAL,Financials,Equity,173051934.32,0.11971,173051934.32,1131579,152.93,Canada,Toronto Stock Exchange,CAD
CME,CME GROUP INC CLASS A,Financials,Equity,170520773.8,0.11796,170520773.8,572794,297.7,United States,NASDAQ,USD
8411,MIZUHO FINANCIAL GROUP INC,Financials,Equity,170235425.06,0.11776,170235425.06,3854794,44.16,Japan,Tokyo Stock Exchange,JPY
CM,CANADIAN IMPERIAL BANK OF COMMERCE,Financials,Equity,169576448.24,0.11731,169576448.24,1515175,111.92,Canada,Toronto Stock Exchange,CAD
ZURN,ZURICH INSURANCE GROUP AG,Financials,Equity,169003533.62,0.11691,169003533.62,235059,718.98,Switzerland,SIX Swiss Exchange,CHF
INTU,INTUIT INC,Information Technology,Equity,168446106.07,0.11653,168446106.07,445283,378.29,United States,NASDAQ,USD
TT,TRANE TECHNOLOGIES PLC,Industrials,Equity,168039731.23,0.11625,168039731.23,348869,481.67,United States,New York Stock Exchange Inc.,USD
SYK,STRYKER CORP,Health Care,Equity,167961149.23,0.11619,167961149.23,549773,305.51,United States,New York Stock Exchange Inc.,USD
EQIX,EQUINIX REIT INC,Real Estate,Equity,167771475.2,0.11606,167771475.2,155390,1079.68,United States,NASDAQ,USD
DHR,DANAHER CORP,Health Care,Equity,167028502.96,0.11555,167028502.96,1015124,164.54,United States,New York Stock Exchange Inc.,USD
IFX,INFINEON TECHNOLOGIES AG,Information Technology,Equity,163867731.82,0.11336,163867731.82,2061080,79.51,Germany,Xetra,EUR
HWM,HOWMET AEROSPACE INC,Industrials,Equity,163092159.93,0.11282,163092159.93,598789,272.37,United States,New York Stock Exchange Inc.,USD
GSK,GLAXOSMITHKLINE,Health Care,Equity,162068650.4,0.11211,162068650.4,6418630,25.25,United Kingdom,London Stock Exchange,GBP
SO,SOUTHERN,Utilities,Equity,161235926.8,0.11154,161235926.8,1721135,93.68,United States,New York Stock Exchange Inc.,USD
CMI,CUMMINS INC,Industrials,Equity,160701884.35,0.11117,160701884.35,224303,716.45,United States,New York Stock Exchange Inc.,USD
ACN,ACCENTURE PLC CLASS A,Information Technology,Equity,160387139.7,0.11095,160387139.7,978030,163.99,United States,New York Stock Exchange Inc.,USD
ADBE,ADOBE INC,Information Technology,Equity,160010665.22,0.11069,160010665.22,675122,237.01,United States,NASDAQ,USD
OR,LOREAL SA,Consumer Staples,Equity,158394163.91,0.10957,158394163.91,377853,419.2,France,Nyse Euronext - Euronext Paris,EUR
SNPS,SYNOPSYS INC,Information Technology,Equity,157436543.74,0.10891,157436543.74,308687,510.02,United States,NASDAQ,USD
BK,BANK OF NEW YORK MELLON CORP,Financials,Equity,156908953.76,0.10855,156908953.76,1153912,135.98,United States,New York Stock Exchange Inc.,USD
DUK,DUKE ENERGY CORP,Utilities,Equity,156877852.59,0.10852,156877852.59,1261989,124.31,United States,New York Stock Exchange Inc.,USD
CNQ,CANADIAN NATURAL RESOURCES LTD,Energy,Equity,156674772,0.10838,156674772,3294369,47.56,Canada,Toronto Stock Exchange,CAD
D05,DBS GROUP HOLDINGS LTD,Financials,Equity,156371917.91,0.10817,156371917.91,3314809,47.17,Singapore,Singapore Exchange,SGD
AEM,AGNICO EAGLE MINES LTD,Materials,Equity,156215991.46,0.10807,156215991.46,811641,192.47,Canada,Toronto Stock Exchange,CAD
BN,BROOKFIELD CORP CLASS A,Financials,Equity,155848734.99,0.10781,155848734.99,3277502,47.55,Canada,Toronto Stock Exchange,CAD
BNS,BANK OF NOVA SCOTIA,Financials,Equity,154579226.58,0.10693,154579226.58,1998917,77.33,Canada,Toronto Stock Exchange,CAD
MDT,MEDTRONIC PLC,Health Care,Equity,154094478.79,0.1066,154094478.79,2002007,76.97,United States,New York Stock Exchange Inc.,USD
ISP,INTESA SANPAOLO,Financials,Equity,154036300.95,0.10656,154036300.95,22636525,6.8,Italy,Borsa Italiana,EUR
8031,MITSUI LTD,Industrials,Equity,153839426.5,0.10642,153839426.5,3968184,38.77,Japan,Tokyo Stock Exchange,JPY
TMUS,T MOBILE US INC,Communication,Equity,152865231.48,0.10575,152865231.48,812292,188.19,United States,NASDAQ,USD
MCK,MCKESSON CORP,Health Care,Equity,152384108.36,0.10542,152384108.36,203932,747.23,United States,New York Stock Exchange Inc.,USD
SAN,SANOFI SA,Health Care,Equity,152287196.08,0.10535,152287196.08,1780214,85.54,France,Nyse Euronext - Euronext Paris,EUR
6861,KEYENCE CORP,Information Technology,Equity,151400399.89,0.10473,151400399.89,309704,488.86,Japan,Tokyo Stock Exchange,JPY
NOW,SERVICENOW INC,Information Technology,Equity,150984408,0.10445,150984408,1668336,90.5,United States,New York Stock Exchange Inc.,USD
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,Equity,150233626.56,0.10393,150233626.56,425784,352.84,United States,NASDAQ,USD
WMB,WILLIAMS INC,Energy,Equity,147352447.68,0.10193,147352447.68,1896672,77.69,United States,New York Stock Exchange Inc.,USD
ENEL,ENEL,Utilities,Equity,146505360.73,0.10135,146505360.73,12908580,11.35,Italy,Borsa Italiana,EUR
CMCSA,COMCAST CORP CLASS A,Communication,Equity,146306137.23,0.10121,146306137.23,5812719,25.17,United States,NASDAQ,USD
INGA,ING GROEP NV,Financials,Equity,145542777.31,0.10068,145542777.31,4802796,30.3,Netherlands,Euronext Amsterdam,EUR
FCX,FREEPORT MCMORAN INC,Materials,Equity,145108448.26,0.10038,145108448.26,2193959,66.14,United States,New York Stock Exchange Inc.,USD
WBC,WESTPAC BANKING CORPORATION CORP,Financials,Equity,143514078.2,0.09928,143514078.2,5558978,25.82,Australia,Asx - All Markets,AUD
ELV,ELEVANCE HEALTH INC,Health Care,Equity,143130191.03,0.09901,143130191.03,360793,396.71,United States,New York Stock Exchange Inc.,USD
BX,BLACKSTONE INC,Financials,Equity,142331339.28,0.09846,142331339.28,1162268,122.46,United States,New York Stock Exchange Inc.,USD
CSX,CSX CORP,Industrials,Equity,142260160,0.09841,142260160,3098000,45.92,United States,NASDAQ,USD
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Equity,141964790.95,0.09821,141964790.95,978865,145.03,United States,New York Stock Exchange Inc.,USD
FDX,FEDEX CORP,Industrials,Equity,141849193.86,0.09813,141849193.86,373307,379.98,United States,New York Stock Exchange Inc.,USD
ICE,INTERCONTINENTAL EXCHANGE INC,Financials,Equity,139747021,0.09667,139747021,897425,155.72,United States,New York Stock Exchange Inc.,USD
CEG,CONSTELLATION ENERGY CORP,Utilities,Equity,138698008.8,0.09595,138698008.8,503880,275.26,United States,NASDAQ,USD
NG.,NATIONAL GRID PLC,Utilities,Equity,138280530.88,0.09566,138280530.88,7946359,17.4,United Kingdom,London Stock Exchange,GBP
